iter	Passed	Remaining
444	1098	1369
445	1100	1366
446	1102	1363
447	1104	1360
448	1106	1357
449	1108	1354
450	1110	1351
451	1112	1348
452	1114	1345
453	1116	1342
454	1118	1339
455	1120	1336
456	1122	1333
457	1123	1330
458	1125	1326
459	1127	1323
460	1129	1320
461	1131	1317
462	1133	1314
463	1135	1311
464	1137	1308
465	1139	1305
466	1141	1302
467	1142	1299
468	1145	1296
469	1147	1293
470	1149	1290
471	1150	1287
472	1152	1284
473	1154	1281
474	1156	1278
475	1158	1275
476	1160	1272
477	1162	1269
478	1164	1266
479	1166	1263
480	1168	1260
481	1169	1257
482	1171	1254
483	1173	1251
484	1175	1248
485	1177	1245
486	1179	1242
487	1181	1239
488	1183	1236
489	1185	1233
490	1187	1230
491	1188	1227
492	1190	1224
493	1193	1222
494	1195	1219
495	1196	1216
496	1198	1213
497	1200	1210
498	1202	1207
499	1204	1204
500	1205	1200
501	1207	1198
502	1210	1195
503	1212	1192
504	1214	1189
505	1215	1187
506	1217	1184
507	1219	1181
508	1221	1178
509	1223	1175
510	1225	1172
511	1227	1169
512	1229	1167
513	1231	1164
514	1232	1161
515	1234	1158
516	1236	1155
517	1238	1152
518	1240	1149
519	1242	1146
520	1244	1143
521	1245	1140
522	1247	1137
523	1249	1134
524	1251	1132
525	1253	1129
526	1255	1126
527	1257	1124
528	1259	1121
529	1261	1118
530	1263	1116
531	1265	1113
532	1267	1110
533	1269	1107
534	1271	1104
535	1273	1102
536	1274	1099
537	1276	1096
538	1278	1093
539	1280	1090
540	1282	1087
541	1284	1085
542	1286	1082
543	1288	1079
544	1290	1077
545	1292	1074
546	1294	1071
547	1295	1068
548	1297	1066
549	1299	1063
550	1301	1060
551	1303	1057
552	1305	1055
553	1307	1052
554	1308	1049
555	1310	1046
556	1312	1044
557	1314	1041
558	1316	1038
559	1318	1035
560	1320	1033
561	1322	1030
562	1324	1027
563	1325	1025
564	1328	1022
565	1330	1019
566	1332	1017
567	1334	1015
568	1336	1012
569	1338	1009
570	1340	1006
571	1341	1004
572	1343	1001
573	1345	998
574	1347	995
575	1349	993
576	1351	990
577	1353	988
578	1355	985
579	1357	982
580	1358	980
581	1360	977
582	1362	974
583	1364	971
584	1366	969
585	1368	966
586	1370	964
587	1372	961
588	1373	958
589	1375	955
590	1376	952
591	1378	950
592	1380	947
593	1382	944
594	1384	942
595	1386	939
596	1388	937
597	1389	934
598	1391	931
599	1392	928
600	1394	925
601	1396	923
602	1398	920
603	1400	917
604	1401	915
605	1403	912
606	1405	909
607	1406	907
608	1408	904
609	1410	901
610	1412	898
611	1414	896
612	1415	893
613	1417	891
614	1419	888
615	1421	885
616	1422	883
617	1424	880
618	1426	877
619	1428	875
620	1429	872
621	1431	870
622	1433	867
623	1435	864
624	1436	862
625	1438	859
626	1440	856
627	1442	854
628	1444	851
629	1445	849
630	1447	846
631	1449	843
632	1451	841
633	1453	838
634	1454	836
635	1456	833
636	1458	830
637	1460	828
638	1462	826
639	1464	823
640	1466	821
641	1467	818
642	1469	815
643	1471	813
644	1472	810
645	1474	808
646	1476	805
647	1478	803
648	1480	800
649	1482	798
650	1483	795
651	1485	792
652	1487	790
653	1488	787
654	1491	785
655	1493	782
656	1494	780
657	1496	778
658	1498	775
659	1500	772
660	1502	770
661	1503	767
662	1505	765
663	1508	763
664	1509	760
665	1511	758
666	1513	755
667	1515	752
668	1516	750
669	1518	747
670	1520	745
671	1522	743
672	1527	742
673	1531	740
674	1534	738
675	1536	736
676	1539	734
677	1542	732
678	1545	730
679	1548	728
680	1551	726
681	1554	724
682	1556	722
683	1559	720
684	1562	718
685	1565	716
686	1567	714
687	1570	712
688	1572	710
689	1576	708
690	1579	706
691	1582	704
692	1584	702
693	1587	699
694	1590	697
695	1593	695
696	1595	693
697	1598	691
698	1600	689
699	1602	686
700	1605	684
701	1608	682
702	1610	680
703	1613	678
704	1615	676
705	1618	673
706	1620	671
707	1623	669
708	1626	667
709	1628	665
710	1630	662
711	1633	660
712	1635	658
713	1638	656
714	1640	653
715	1642	651
716	1644	649
717	1646	646
718	1649	644
719	1651	642
720	1653	639
721	1655	637
722	1657	635
723	1659	632
724	1661	630
725	1663	627
726	1664	625
727	1666	622
728	1668	620
729	1670	617
730	1672	615
731	1674	612
732	1675	610
733	1677	607
734	1679	605
735	1680	602
736	1682	600
737	1684	598
738	1686	595
739	1688	593
740	1690	590
741	1692	588
742	1694	586
743	1696	583
744	1698	581
745	1700	579
746	1702	576
747	1704	574
748	1706	571
749	1708	569
750	1710	567
751	1712	564
752	1714	562
753	1716	560
754	1718	557
755	1720	555
756	1722	552
757	1724	550
758	1725	548
759	1727	545
760	1729	543
761	1731	540
762	1733	538
763	1735	536
764	1737	533
765	1739	531
766	1741	529
767	1743	526
768	1745	524
769	1747	522
770	1749	519
771	1751	517
772	1753	514
773	1755	512
774	1757	510
775	1759	507
776	1761	505
777	1763	503
778	1764	500
779	1766	498
780	1768	495
781	1770	493
782	1771	491
783	1773	488
784	1775	486
785	1777	483
786	1779	481
787	1781	479
788	1783	476
789	1785	474
790	1787	472
791	1788	469
792	1790	467
793	1792	464
794	1794	462
795	1795	460
796	1797	457
797	1799	455
798	1801	453
799	1802	450
800	1804	448
801	1805	445
802	1807	443
803	1809	441
804	1811	438
805	1813	436
806	1814	434
807	1816	431
808	1818	429
809	1819	426
810	1821	424
811	1823	422
812	1825	419
813	1827	417
814	1829	415
815	1831	412
816	1833	410
817	1834	408
818	1836	405
819	1838	403
820	1840	401
821	1842	399
822	1844	396
823	1846	394
824	1848	392
825	1850	389
826	1852	387
827	1854	385
828	1856	382
829	1858	380
830	1859	378
831	1861	375
832	1863	373
833	1865	371
834	1866	368
835	1868	366
836	1870	364
837	1871	361
838	1874	359
839	1875	357
840	1877	354
841	1879	352
842	1881	350
843	1882	348
844	1884	345
845	1886	343
846	1888	341
847	1890	338
848	1892	336
849	1894	334
850	1895	331
851	1897	329
852	1899	327
853	1900	324
854	1902	322
855	1904	320
856	1906	318
857	1908	315
858	1909	313
859	1911	311
860	1913	308
861	1914	306
862	1916	304
863	1918	301
864	1920	299
865	1922	297
866	1923	295
867	1925	292
868	1927	290
869	1929	288
870	1930	285
871	1932	283
872	1934	281
873	1936	279
874	1938	276
875	1940	274
876	1942	272
877	1944	270
878	1945	267
879	1947	265
880	1949	263
881	1951	261
882	1953	258
883	1954	256
884	1956	254
885	1958	251
886	1960	249
887	1961	247
888	1963	245
889	1965	242
890	1967	240
891	1969	238
892	1970	236
893	1972	233
894	1974	231
895	1976	229
896	1978	227
897	1979	224
898	1981	222
899	1984	220
900	1985	218
901	1987	215
902	1989	213
903	1991	211
904	1992	209
905	1994	206
906	1996	204
907	1998	202
908	2000	200
909	2002	198
910	2004	195
911	2005	193
912	2007	191
913	2009	189
914	2010	186
915	2012	184
916	2014	182
917	2016	180
918	2018	177
919	2020	175
920	2022	173
921	2023	171
922	2025	168
923	2027	166
924	2028	164
925	2031	162
926	2033	160
927	2034	157
928	2036	155
929	2038	153
930	2039	151
931	2041	148
932	2043	146
933	2045	144
934	2047	142
935	2049	140
936	2050	137
937	2052	135
938	2054	133
939	2055	131
940	2057	129
941	2059	126
942	2060	124
943	2063	122
944	2064	120
945	2066	117
946	2068	115
947	2069	113
948	2071	111
949	2073	109
950	2075	106
951	2077	104
952	2080	102
953	2082	100
954	2084	98
955	2086	96
956	2087	93
957	2089	91
958	2090	89
959	2092	87
960	2094	85
961	2096	82
962	2097	80
963	2099	78
964	2101	76
965	2103	74
966	2104	71
967	2106	69
968	2108	67
969	2110	65
970	2112	63
971	2114	60
972	2115	58
973	2117	56
974	2119	54
975	2120	52
976	2122	49
977	2124	47
978	2126	45
979	2128	43
980	2130	41
981	2131	39
982	2133	36
983	2135	34
984	2136	32
985	2138	30
986	2140	28
987	2142	26
988	2144	23
989	2146	21
990	2147	19
991	2149	17
992	2151	15
993	2152	12
994	2154	10
995	2156	8
996	2158	6
997	2159	4
998	2161	2
999	2163	0
